"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6564","End-to-end shopping on SauceDemo site","","Wed Apr 23 22:44:28 CDT 2025","passed","Wed Apr 23 22:44:34 CDT 2025","","","Ecommerce.Features.SauceDemoShoppingFlowFeature","End-to-end shopping on SauceDemo site"
